2025-03-31 19:45:15 - #----------Config info----------#
2025-03-31 19:45:15 - network: 3munet,
2025-03-31 19:45:15 - model_config: {'num_classes': 7, 'input_channels': 3, 'depths': [2, 2, 2, 2, 2], 'depths_decoder': [2, 2, 2, 2, 1], 'drop_path_rate': 0.2, 'load_ckpt_path': './pre_trained_weights/vmamba_small_e238_ema.pth'},
2025-03-31 19:45:15 - start_epoch_best_model_saving: 0,
2025-03-31 19:45:15 - condition_hd95: 9.0,
2025-03-31 19:45:15 - deep_supervision: False,
2025-03-31 19:45:15 - deep_supervision_weight: [1.0, 1.0, 1.0, 1.0, 1.0],
2025-03-31 19:45:15 - mask_update: False,
2025-03-31 19:45:15 - mfe_enable: True,
2025-03-31 19:45:15 - mcsa_enable: True,
2025-03-31 19:45:15 - datasets: vofo,
2025-03-31 19:45:15 - data_path: ./data/vofo/,
2025-03-31 19:45:15 - pretrained_path: ./pre_trained/,
2025-03-31 19:45:15 - num_classes: 7,
2025-03-31 19:45:15 - color_palette: {0: [0, 0, 0], 1: [255, 0, 0], 2: [255, 165, 0], 3: [255, 255, 0], 4: [0, 255, 0], 5: [0, 0, 255], 6: [148, 0, 211]},
2025-03-31 19:45:15 - opacity: 0.7,
2025-03-31 19:45:15 - input_size_h: 256,
2025-03-31 19:45:15 - input_size_w: 256,
2025-03-31 19:45:15 - input_channels: 3,
2025-03-31 19:45:15 - distributed: False,
2025-03-31 19:45:15 - local_rank: -1,
2025-03-31 19:45:15 - num_workers: 16,
2025-03-31 19:45:15 - seed: 42,
2025-03-31 19:45:15 - world_size: None,
2025-03-31 19:45:15 - rank: None,
2025-03-31 19:45:15 - amp: False,
2025-03-31 19:45:15 - gpu_id: 0,
2025-03-31 19:45:15 - batch_size: 16,
2025-03-31 19:45:15 - epochs: 200,
2025-03-31 19:45:15 - loss_weight: [1, 1],
2025-03-31 19:45:15 - criterion: CeDiceLoss(
  (celoss): CrossEntropyLoss()
  (diceloss): nDiceLoss()
),
2025-03-31 19:45:15 - work_dir: ./results_vofo/,
2025-03-31 19:45:15 - print_interval: 64,
2025-03-31 19:45:15 - val_interval: 30,
2025-03-31 19:45:15 - save_interval: 100,
2025-03-31 19:45:15 - threshold: 0.5,
2025-03-31 19:45:15 - train_transformer: Compose(
    <utils.myNormalize object at 0x7f0de746b490>
    <utils.myToTensor object at 0x7f0de746b4f0>
    <utils.myRandomHorizontalFlip object at 0x7f0de746b520>
    <utils.myRandomVerticalFlip object at 0x7f0de746b580>
    <utils.myRandomRotation object at 0x7f0de746b5e0>
    <utils.myResize object at 0x7f0de746b640>
),
2025-03-31 19:45:15 - test_transformer: Compose(
    <utils.myNormalize object at 0x7f0de746b730>
    <utils.myToTensor object at 0x7f0de746b790>
    <utils.myResize object at 0x7f0de746b7c0>
),
2025-03-31 19:45:15 - opt: AdamW,
2025-03-31 19:45:15 - lr: 0.0005,
2025-03-31 19:45:15 - betas: (0.9, 0.999),
2025-03-31 19:45:15 - eps: 1e-08,
2025-03-31 19:45:15 - weight_decay: 0.01,
2025-03-31 19:45:15 - amsgrad: False,
2025-03-31 19:45:15 - sch: CosineAnnealingLR,
2025-03-31 19:45:15 - T_max: 33,
2025-03-31 19:45:15 - eta_min: 1e-05,
2025-03-31 19:45:15 - last_epoch: -1,
2025-03-31 19:45:19 - flops: 3.921238656, params: 22.077297, Total params: : 27.9154
2025-03-31 20:17:24 - train: epoch 19, iter:0, loss: 1.0087, lr: 0.00022013286462304514
2025-03-31 20:18:40 - train: epoch 19, iter:64, loss: 0.9456, lr: 0.00022013286462304514
2025-03-31 20:19:25 - train: epoch 20, iter:0, loss: 0.9402, lr: 0.0001972390608001904
2025-03-31 20:20:41 - train: epoch 20, iter:64, loss: 0.9249, lr: 0.0001972390608001904
2025-03-31 20:21:27 - train: epoch 21, iter:0, loss: 0.9485, lr: 0.0001748683489872317
2025-03-31 20:22:43 - train: epoch 21, iter:64, loss: 0.8901, lr: 0.0001748683489872317
2025-03-31 20:23:28 - train: epoch 22, iter:0, loss: 0.9456, lr: 0.0001532233218145378
2025-03-31 20:24:43 - train: epoch 22, iter:64, loss: 0.8723, lr: 0.0001532233218145378
2025-03-31 20:25:30 - train: epoch 23, iter:0, loss: 0.8770, lr: 0.00013250000000000005
2025-03-31 20:26:46 - train: epoch 23, iter:64, loss: 0.8542, lr: 0.00013250000000000005
2025-03-31 20:27:32 - train: epoch 24, iter:0, loss: 1.0333, lr: 0.00011288605715505647
2025-03-31 20:28:48 - train: epoch 24, iter:64, loss: 0.8396, lr: 0.00011288605715505647
2025-03-31 20:29:34 - train: epoch 25, iter:0, loss: 0.7594, lr: 9.455912018340518e-05
2025-03-31 20:30:50 - train: epoch 25, iter:64, loss: 0.8202, lr: 9.455912018340518e-05
2025-03-31 20:31:38 - train: epoch 26, iter:0, loss: 0.8980, lr: 7.76851606642578e-05
2025-03-31 20:32:53 - train: epoch 26, iter:64, loss: 0.8146, lr: 7.76851606642578e-05
2025-03-31 20:33:37 - train: epoch 27, iter:0, loss: 0.7338, lr: 6.241699178801706e-05
2025-03-31 20:34:53 - train: epoch 27, iter:64, loss: 0.8134, lr: 6.241699178801706e-05
2025-03-31 20:35:39 - train: epoch 28, iter:0, loss: 0.7624, lr: 4.8892884456360634e-05
2025-03-31 20:36:55 - train: epoch 28, iter:64, loss: 0.8070, lr: 4.8892884456360634e-05
2025-03-31 20:37:42 - train: epoch 29, iter:0, loss: 0.7093, lr: 3.723531507954378e-05
2025-03-31 20:38:58 - train: epoch 29, iter:64, loss: 0.7894, lr: 3.723531507954378e-05
2025-03-31 20:39:45 - train: epoch 30, iter:0, loss: 0.8435, lr: 2.7549856411062228e-05
2025-03-31 20:41:01 - train: epoch 30, iter:64, loss: 0.7820, lr: 2.7549856411062228e-05
2025-03-31 20:41:45 - train: epoch 31, iter:0, loss: 0.8190, lr: 1.9924221464448178e-05
2025-03-31 20:43:01 - train: epoch 31, iter:64, loss: 0.7746, lr: 1.9924221464448178e-05
2025-03-31 20:43:47 - train: epoch 32, iter:0, loss: 0.7896, lr: 1.4427469170636887e-05
2025-03-31 20:45:03 - train: epoch 32, iter:64, loss: 0.7656, lr: 1.4427469170636887e-05
2025-03-31 20:45:49 - train: epoch 33, iter:0, loss: 0.7710, lr: 1.1109378969594277e-05
2025-03-31 20:47:04 - train: epoch 33, iter:64, loss: 0.7749, lr: 1.1109378969594277e-05
2025-03-31 20:47:52 - train: epoch 34, iter:0, loss: 0.8227, lr: 1e-05
2025-03-31 20:49:08 - train: epoch 34, iter:64, loss: 0.7587, lr: 1e-05
2025-03-31 20:49:54 - train: epoch 35, iter:0, loss: 0.7147, lr: 1.1109378969594277e-05
2025-03-31 20:51:10 - train: epoch 35, iter:64, loss: 0.7689, lr: 1.1109378969594277e-05
2025-03-31 20:52:00 - train: epoch 36, iter:0, loss: 0.8047, lr: 1.442746917063683e-05
2025-03-31 20:53:16 - train: epoch 36, iter:64, loss: 0.7638, lr: 1.442746917063683e-05
2025-03-31 20:54:04 - train: epoch 37, iter:0, loss: 0.8309, lr: 1.992422146444812e-05
2025-03-31 20:55:20 - train: epoch 37, iter:64, loss: 0.7705, lr: 1.992422146444812e-05
2025-03-31 20:56:04 - train: epoch 38, iter:0, loss: 0.7619, lr: 2.75498564110622e-05
2025-03-31 20:57:20 - train: epoch 38, iter:64, loss: 0.7585, lr: 2.75498564110622e-05
2025-03-31 20:58:06 - train: epoch 39, iter:0, loss: 0.9092, lr: 3.7235315079543705e-05
2025-03-31 20:59:22 - train: epoch 39, iter:64, loss: 0.7619, lr: 3.7235315079543705e-05
2025-03-31 21:00:09 - train: epoch 40, iter:0, loss: 0.7341, lr: 4.8892884456360566e-05
2025-03-31 21:01:24 - train: epoch 40, iter:64, loss: 0.7592, lr: 4.8892884456360566e-05
2025-03-31 21:02:10 - train: epoch 41, iter:0, loss: 0.7029, lr: 6.24169917880171e-05
2025-03-31 21:03:26 - train: epoch 41, iter:64, loss: 0.7514, lr: 6.24169917880171e-05
2025-03-31 21:04:11 - train: epoch 42, iter:0, loss: 0.6908, lr: 7.768516066425779e-05
2025-03-31 21:05:27 - train: epoch 42, iter:64, loss: 0.7639, lr: 7.768516066425779e-05
2025-03-31 21:06:14 - train: epoch 43, iter:0, loss: 0.7770, lr: 9.455912018340522e-05
2025-03-31 21:07:30 - train: epoch 43, iter:64, loss: 0.7539, lr: 9.455912018340522e-05
2025-03-31 21:08:17 - train: epoch 44, iter:0, loss: 0.7522, lr: 0.00011288605715505645
2025-03-31 21:09:33 - train: epoch 44, iter:64, loss: 0.7740, lr: 0.00011288605715505645
2025-03-31 21:10:22 - train: epoch 45, iter:0, loss: 0.8804, lr: 0.00013249999999999991
2025-03-31 21:11:37 - train: epoch 45, iter:64, loss: 0.7538, lr: 0.00013249999999999991
2025-03-31 21:12:26 - train: epoch 46, iter:0, loss: 0.7213, lr: 0.00015322332181453787
2025-03-31 21:13:42 - train: epoch 46, iter:64, loss: 0.7693, lr: 0.00015322332181453787
2025-03-31 21:14:30 - train: epoch 47, iter:0, loss: 0.8702, lr: 0.00017486834898723167
2025-03-31 21:15:46 - train: epoch 47, iter:64, loss: 0.7567, lr: 0.00017486834898723167
2025-03-31 21:16:33 - train: epoch 48, iter:0, loss: 0.7484, lr: 0.00019723906080019042
2025-03-31 21:17:49 - train: epoch 48, iter:64, loss: 0.7742, lr: 0.00019723906080019042
2025-03-31 21:18:35 - train: epoch 49, iter:0, loss: 0.7413, lr: 0.00022013286462304512
2025-03-31 21:19:51 - train: epoch 49, iter:64, loss: 0.7777, lr: 0.00022013286462304512
2025-03-31 21:20:39 - train: epoch 50, iter:0, loss: 0.7202, lr: 0.00024334243062318304
2025-03-31 21:21:54 - train: epoch 50, iter:64, loss: 0.7677, lr: 0.00024334243062318304
2025-03-31 21:22:39 - train: epoch 51, iter:0, loss: 0.6814, lr: 0.0002666575693768169
2025-03-31 21:23:55 - train: epoch 51, iter:64, loss: 0.7372, lr: 0.0002666575693768169
2025-03-31 21:24:41 - train: epoch 52, iter:0, loss: 0.7366, lr: 0.00028986713537695484
2025-03-31 21:25:57 - train: epoch 52, iter:64, loss: 0.7504, lr: 0.00028986713537695484
2025-03-31 21:26:49 - train: epoch 53, iter:0, loss: 0.6386, lr: 0.00031276093919980976
2025-03-31 21:28:04 - train: epoch 53, iter:64, loss: 0.7524, lr: 0.00031276093919980976
2025-03-31 21:28:57 - train: epoch 54, iter:0, loss: 0.6982, lr: 0.00033513165101276834
2025-03-31 21:30:13 - train: epoch 54, iter:64, loss: 0.7576, lr: 0.00033513165101276834
2025-03-31 21:30:59 - train: epoch 55, iter:0, loss: 0.6631, lr: 0.0003567766781854621
2025-03-31 21:32:15 - train: epoch 55, iter:64, loss: 0.7339, lr: 0.0003567766781854621
2025-03-31 21:33:00 - train: epoch 56, iter:0, loss: 0.5672, lr: 0.0003775
2025-03-31 21:34:16 - train: epoch 56, iter:64, loss: 0.7505, lr: 0.0003775
2025-03-31 21:35:04 - train: epoch 57, iter:0, loss: 0.6596, lr: 0.00039711394284494344
2025-03-31 21:36:19 - train: epoch 57, iter:64, loss: 0.7468, lr: 0.00039711394284494344
2025-03-31 21:37:02 - train: epoch 58, iter:0, loss: 0.7751, lr: 0.00041544087981659473
2025-03-31 21:38:17 - train: epoch 58, iter:64, loss: 0.7306, lr: 0.00041544087981659473
2025-03-31 21:39:01 - train: epoch 59, iter:0, loss: 0.7925, lr: 0.0004323148393357422
2025-03-31 21:40:17 - train: epoch 59, iter:64, loss: 0.7510, lr: 0.0004323148393357422
2025-03-31 21:41:03 - train: epoch 60, iter:0, loss: 0.6918, lr: 0.0004475830082119829
2025-03-31 21:42:19 - train: epoch 60, iter:64, loss: 0.7469, lr: 0.0004475830082119829
2025-03-31 21:43:02 - train: epoch 61, iter:0, loss: 0.7498, lr: 0.0004611071155436393
2025-03-31 21:44:18 - train: epoch 61, iter:64, loss: 0.7277, lr: 0.0004611071155436393
2025-03-31 21:45:00 - train: epoch 62, iter:0, loss: 0.6917, lr: 0.0004727646849204562
2025-03-31 21:46:17 - train: epoch 62, iter:64, loss: 0.7038, lr: 0.0004727646849204562
2025-03-31 21:47:06 - train: epoch 63, iter:0, loss: 0.6253, lr: 0.0004824501435889377
2025-03-31 21:48:22 - train: epoch 63, iter:64, loss: 0.7055, lr: 0.0004824501435889377
2025-03-31 21:49:10 - train: epoch 64, iter:0, loss: 0.5219, lr: 0.0004900757785355519
2025-03-31 21:50:26 - train: epoch 64, iter:64, loss: 0.6874, lr: 0.0004900757785355519
2025-03-31 21:51:11 - train: epoch 65, iter:0, loss: 0.6157, lr: 0.0004955725308293631
2025-03-31 21:52:28 - train: epoch 65, iter:64, loss: 0.6870, lr: 0.0004955725308293631
2025-03-31 21:53:16 - train: epoch 66, iter:0, loss: 0.4697, lr: 0.0004988906210304056
2025-03-31 21:54:32 - train: epoch 66, iter:64, loss: 0.6674, lr: 0.0004988906210304056
2025-03-31 21:55:20 - train: epoch 67, iter:0, loss: 0.7926, lr: 0.0004999999999999999
2025-03-31 21:56:35 - train: epoch 67, iter:64, loss: 0.6814, lr: 0.0004999999999999999
2025-03-31 21:57:19 - train: epoch 68, iter:0, loss: 0.5881, lr: 0.0004988906210304057
2025-03-31 21:58:35 - train: epoch 68, iter:64, loss: 0.6779, lr: 0.0004988906210304057
2025-03-31 21:59:23 - train: epoch 69, iter:0, loss: 0.5219, lr: 0.000495572530829363
2025-03-31 22:00:39 - train: epoch 69, iter:64, loss: 0.6711, lr: 0.000495572530829363
2025-03-31 22:01:23 - train: epoch 70, iter:0, loss: 0.6851, lr: 0.0004900757785355518
2025-03-31 22:02:39 - train: epoch 70, iter:64, loss: 0.6539, lr: 0.0004900757785355518
2025-03-31 22:03:29 - train: epoch 71, iter:0, loss: 0.6293, lr: 0.00048245014358893777
2025-03-31 22:04:45 - train: epoch 71, iter:64, loss: 0.6422, lr: 0.00048245014358893777
2025-03-31 22:05:33 - train: epoch 72, iter:0, loss: 0.6060, lr: 0.0004727646849204562
2025-03-31 22:06:48 - train: epoch 72, iter:64, loss: 0.6305, lr: 0.0004727646849204562
2025-03-31 22:07:36 - train: epoch 73, iter:0, loss: 0.5612, lr: 0.0004611071155436393
2025-03-31 22:08:51 - train: epoch 73, iter:64, loss: 0.6452, lr: 0.0004611071155436393
2025-03-31 22:09:40 - train: epoch 74, iter:0, loss: 0.6457, lr: 0.00044758300821198295
2025-03-31 22:10:56 - train: epoch 74, iter:64, loss: 0.6121, lr: 0.00044758300821198295
2025-03-31 22:11:43 - train: epoch 75, iter:0, loss: 0.6000, lr: 0.0004323148393357421
2025-03-31 22:12:59 - train: epoch 75, iter:64, loss: 0.6254, lr: 0.0004323148393357421
2025-03-31 22:13:43 - train: epoch 76, iter:0, loss: 0.4928, lr: 0.00041544087981659484
2025-03-31 22:14:59 - train: epoch 76, iter:64, loss: 0.5895, lr: 0.00041544087981659484
2025-03-31 22:15:46 - train: epoch 77, iter:0, loss: 0.4674, lr: 0.00039711394284494366
2025-03-31 22:17:02 - train: epoch 77, iter:64, loss: 0.5902, lr: 0.00039711394284494366
2025-03-31 22:17:51 - train: epoch 78, iter:0, loss: 0.4901, lr: 0.00037749999999999996
2025-03-31 22:19:07 - train: epoch 78, iter:64, loss: 0.5830, lr: 0.00037749999999999996
2025-03-31 22:19:58 - train: epoch 79, iter:0, loss: 0.4960, lr: 0.0003567766781854622
2025-03-31 22:21:14 - train: epoch 79, iter:64, loss: 0.5597, lr: 0.0003567766781854622
2025-03-31 22:22:02 - train: epoch 80, iter:0, loss: 0.5228, lr: 0.0003351316510127683
2025-03-31 22:23:18 - train: epoch 80, iter:64, loss: 0.5467, lr: 0.0003351316510127683
2025-03-31 22:24:05 - train: epoch 81, iter:0, loss: 0.5211, lr: 0.00031276093919980954
2025-03-31 22:25:21 - train: epoch 81, iter:64, loss: 0.5504, lr: 0.00031276093919980954
2025-03-31 22:26:10 - train: epoch 82, iter:0, loss: 0.5216, lr: 0.0002898671353769548
2025-03-31 22:27:25 - train: epoch 82, iter:64, loss: 0.5409, lr: 0.0002898671353769548
2025-03-31 22:28:15 - train: epoch 83, iter:0, loss: 0.5750, lr: 0.0002666575693768169
2025-03-31 22:29:31 - train: epoch 83, iter:64, loss: 0.5276, lr: 0.0002666575693768169
2025-03-31 22:30:21 - train: epoch 84, iter:0, loss: 0.6084, lr: 0.0002433424306231828
2025-03-31 22:31:36 - train: epoch 84, iter:64, loss: 0.5099, lr: 0.0002433424306231828
2025-03-31 22:32:25 - train: epoch 85, iter:0, loss: 0.5395, lr: 0.00022013286462304493
2025-03-31 22:33:41 - train: epoch 85, iter:64, loss: 0.4967, lr: 0.00022013286462304493
2025-03-31 22:34:29 - train: epoch 86, iter:0, loss: 0.4947, lr: 0.00019723906080019042
2025-03-31 22:35:45 - train: epoch 86, iter:64, loss: 0.4869, lr: 0.00019723906080019042
2025-03-31 22:36:35 - train: epoch 87, iter:0, loss: 0.4979, lr: 0.00017486834898723167
2025-03-31 22:37:50 - train: epoch 87, iter:64, loss: 0.4955, lr: 0.00017486834898723167
2025-03-31 22:38:41 - train: epoch 88, iter:0, loss: 0.4750, lr: 0.00015322332181453806
2025-03-31 22:39:57 - train: epoch 88, iter:64, loss: 0.4657, lr: 0.00015322332181453806
2025-03-31 22:40:46 - train: epoch 89, iter:0, loss: 0.4571, lr: 0.0001325000000000001
2025-03-31 22:42:02 - train: epoch 89, iter:64, loss: 0.4773, lr: 0.0001325000000000001
2025-03-31 22:42:51 - train: epoch 90, iter:0, loss: 0.3443, lr: 0.00011288605715505646
2025-03-31 22:44:07 - train: epoch 90, iter:64, loss: 0.4690, lr: 0.00011288605715505646
2025-03-31 22:44:55 - train: epoch 91, iter:0, loss: 0.5209, lr: 9.455912018340506e-05
2025-03-31 22:46:11 - train: epoch 91, iter:64, loss: 0.4662, lr: 9.455912018340506e-05
2025-03-31 22:46:59 - train: epoch 92, iter:0, loss: 0.4421, lr: 7.768516066425794e-05
2025-03-31 22:48:14 - train: epoch 92, iter:64, loss: 0.4501, lr: 7.768516066425794e-05
2025-03-31 22:49:05 - train: epoch 93, iter:0, loss: 0.5388, lr: 6.24169917880171e-05
2025-03-31 22:50:21 - train: epoch 93, iter:64, loss: 0.4655, lr: 6.24169917880171e-05
2025-03-31 22:51:10 - train: epoch 94, iter:0, loss: 0.4672, lr: 4.8892884456360824e-05
2025-03-31 22:52:26 - train: epoch 94, iter:64, loss: 0.4428, lr: 4.8892884456360824e-05
2025-03-31 22:53:14 - train: epoch 95, iter:0, loss: 0.3588, lr: 3.723531507954368e-05
2025-03-31 22:54:30 - train: epoch 95, iter:64, loss: 0.4441, lr: 3.723531507954368e-05
2025-03-31 22:55:20 - train: epoch 96, iter:0, loss: 0.5116, lr: 2.754985641106227e-05
2025-03-31 22:56:36 - train: epoch 96, iter:64, loss: 0.4448, lr: 2.754985641106227e-05
2025-03-31 22:57:24 - train: epoch 97, iter:0, loss: 0.4332, lr: 1.992422146444814e-05
2025-03-31 22:58:40 - train: epoch 97, iter:64, loss: 0.4356, lr: 1.992422146444814e-05
2025-03-31 22:59:31 - train: epoch 98, iter:0, loss: 0.4323, lr: 1.4427469170636938e-05
2025-03-31 23:00:46 - train: epoch 98, iter:64, loss: 0.4313, lr: 1.4427469170636938e-05
2025-03-31 23:01:36 - train: epoch 99, iter:0, loss: 0.4627, lr: 1.1109378969594304e-05
2025-03-31 23:02:52 - train: epoch 99, iter:64, loss: 0.4359, lr: 1.1109378969594304e-05
2025-03-31 23:03:42 - train: epoch 100, iter:0, loss: 0.4679, lr: 1e-05
2025-03-31 23:04:58 - train: epoch 100, iter:64, loss: 0.4256, lr: 1e-05
2025-03-31 23:05:48 - train: epoch 101, iter:0, loss: 0.3299, lr: 1.1109378969594277e-05
2025-03-31 23:07:04 - train: epoch 101, iter:64, loss: 0.4337, lr: 1.1109378969594277e-05
2025-03-31 23:07:54 - train: epoch 102, iter:0, loss: 0.4942, lr: 1.4427469170636805e-05
2025-03-31 23:09:10 - train: epoch 102, iter:64, loss: 0.4287, lr: 1.4427469170636805e-05
2025-03-31 23:09:57 - train: epoch 103, iter:0, loss: 0.4857, lr: 1.9924221464448096e-05
2025-03-31 23:11:13 - train: epoch 103, iter:64, loss: 0.4253, lr: 1.9924221464448096e-05
2025-03-31 23:12:04 - train: epoch 104, iter:0, loss: 0.4510, lr: 2.7549856411062065e-05
2025-03-31 23:13:20 - train: epoch 104, iter:64, loss: 0.4332, lr: 2.7549856411062065e-05
2025-03-31 23:14:08 - train: epoch 105, iter:0, loss: 0.3961, lr: 3.7235315079543814e-05
2025-03-31 23:15:24 - train: epoch 105, iter:64, loss: 0.4186, lr: 3.7235315079543814e-05
2025-03-31 23:16:11 - train: epoch 106, iter:0, loss: 0.3744, lr: 4.889288445636054e-05
